Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Occupancy,Proposed Occupancy,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Last Permit Activity Date,Application Submission Method,ADU,Primary Address Flag,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Point Source,Record ID,data_as_of,data_loaded_at
201603253056,8,otc alterations permit,03/25/2016,0287,010,246,,Sutter,St,0,,demo of non structural partitions and mezzanine floor. vacant space.  ab017  maher na,issued,03/25/2016 10:22:39 AM,03/25/2016 07:47:34 AM,03/25/2016 10:22:39 AM,,,,6,6,,,20000,20000,office,,office,,2,,B,B,2,constr type 2,2,constr type 2,,03/25/2016 10:19:18 AM,in-house,N,Y,3,Financial District/South Beach,94108,POINT (-122.404816 37.78999),eas_address_point,1417319387548,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602250526,8,otc alterations permit,02/25/2016,3754,034,1099,,Folsom,St,,,"t-mobile, modification to existing unmanned telecommunication facility consisting of reanchoring (e) pbc6500 on (n) wf sleepers; adding batteries to (e) pbc6500 for a total of 20 batteries. maher na",complete,04/04/2017 08:20:58 AM,02/25/2016 11:58:45 AM,03/01/2017 03:29:16 PM,04/04/2017 08:20:58 AM,,,2,2,,,8000,10000,office,0,office,0,2,,B,B,5,wood frame (5),5,wood frame (5),,03/01/2017 03:22:41 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.40749 37.776684),eas_address_point,1413957166282,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201604114380,8,otc alterations permit,04/11/2016,3718,026,201,,Mission,St,,,"21st flr: fire sprinkler only: relocate 16 heads, add3 pendents.  maher na",complete,04/18/2016 10:37:51 AM,04/11/2016 07:37:09 AM,04/11/2016 08:13:25 AM,04/18/2016 10:37:51 AM,,,30,30,,Y,9500,9500,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,04/11/2016 08:10:08 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39477 37.791035),eas_address_point,1419106164647,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201605278548,8,otc alterations permit,05/27/2016,3717,021,150,,Spear,St,,,"8th floor, suite 850: ref pa 2016-0421-5324 relocate 3 pendents maher na",complete,06/08/2016 09:43:48 AM,05/27/2016 08:02:05 AM,05/27/2016 09:01:13 AM,06/08/2016 09:43:48 AM,,,18,18,,Y,1500,1000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,05/27/2016 08:58:31 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.393616 37.79175),eas_address_point,1424770164642,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602089028,8,otc alterations permit,02/08/2016,0303,006,760,,Geary,St,,,"like for like voluntary fire system replacement with new control panel, smoke detector & pull stations at the same location. existing 11 horns will be tie-in to new panel. local system. maher na",issued,02/08/2016 12:27:24 PM,02/08/2016 10:37:18 AM,02/08/2016 12:27:24 PM,,,,6,6,,Y,7500,8000,apartments,68,apartments,68,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,02/08/2016 12:20:21 PM,in-house,N,Y,3,Tenderloin,94109,POINT (-122.41586 37.78667),eas_address_point,141167467301,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603253146,8,otc alterations permit,03/25/2016,0262,013,255,,California,St,0,,demolition of existing ground floor walls & soffits. not occupied. maher na,complete,06/06/2016 01:04:46 PM,03/25/2016 02:14:43 PM,04/15/2016 01:40:41 PM,06/06/2016 01:04:46 PM,,,16,16,,,36000,36000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,04/15/2016 01:38:11 PM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.399666 37.793118),eas_address_point,1417434298593,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603182418,8,otc alterations permit,03/18/2016,0241,027,600,,California,St,0,,"12th flr: interior tenant fit out of a full floor including interior non load nearing partitions, partial ceilings, lighting & finishes for single tenant.  maher na",complete,03/30/2017 03:11:10 PM,03/18/2016 08:02:21 AM,03/23/2016 08:18:17 AM,03/30/2017 03:11:10 PM,,,20,20,,,576600,900000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,03/23/2016 08:12:18 AM,in-house,N,Y,3,Chinatown,94108,POINT (-122.404856092 37.793109782),parcel_centroid,1416455429338,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201601268004,8,otc alterations permit,01/26/2016,3714,014,8,,Steuart,St,,,"super bowl city - install temp tent structure. modified container, install access ramps- 1/28/16-2/10/2016. maher na",complete,02/17/2016 03:51:18 PM,01/26/2016 12:01:59 PM,01/27/2016 11:14:24 AM,02/17/2016 03:51:18 PM,,,,,,,3000,3000,,,public assmbly other,,2,,M,A-3,,,,,,01/27/2016 11:12:03 AM,in-house,N,Y,3,Financial District/South Beach,94105,POINT (-122.394372172 37.794425258),parcel_centroid,1410349505548,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201601227762,8,otc alterations permit,01/22/2016,5466,040,3195,,San Bruno,Av,,,revision to pa 201512034117l: turn power room to full bathroom on 1st. add 1 bathroom on 1st flr. add 1 bedroom on 2nd. relocate closet opening on 2nd flr. bearing wall to be removed on 2nd. maher na,complete,11/08/2017 10:49:47 AM,01/22/2016 01:04:45 PM,02/11/2016 11:55:17 AM,11/08/2017 10:49:47 AM,,,2,2,,,1,30000,1 family dwelling,1,1 family dwelling,1,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,02/11/2016 11:49:50 AM,in-house,N,Y,10,Portola,94134,POINT (-122.401054 37.721954),eas_address_point,1410048182700,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201601267986,8,otc alterations permit,01/26/2016,3765,022,401,,Harrison,St,0,,"replace kitchen & lav countertops for units l40-4001, 4005, 4007, l44-4401, 4405, 4407 - l45-4501, 4505, 4507 - l46-4601, 4605, 4607 (12 units)  maher na",complete,12/27/2016 01:25:43 PM,01/26/2016 11:15:39 AM,01/26/2016 11:51:33 AM,12/27/2016 01:25:43 PM,,,48,48,,,36000,36000,apartments,298,apartments,298,0,,R-2,R-2,1,constr type 1,1,constr type 1,,01/26/2016 11:30:28 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39214 37.78649),eas_address_point,1410329481139,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201911137190,8,otc alterations permit,11/13/2019,3549,051,20,,Shotwell,St,,,install new fire sprinkler system in e rear building addition and garage hallway of front building. includes underground for fire sercice. dedicated fire meter install. ref 201606240826,complete,08/23/2021 01:47:39 PM,11/13/2019 01:30:39 PM,08/13/2020 01:58:38 PM,08/23/2021 01:47:39 PM,,,,3,,Y,5000,21300,vacant lot,,apartments,3,2,,NA,R-2,,,5,wood frame (5),,08/13/2020 01:54:54 PM,in-house,N,,9,Mission,94103,POINT (-122.41698 37.768055),eas_address_point,1575912366255,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201601298287,8,otc alterations permit,01/29/2016,0207,032,600,,Montgomery,St,0,,"floor 16 fire alarm work for the ""sf bag"" ti remodel; additions are 6 smoke detectors, 2 modules, 1 strobe power supply, 1 speaker, 23 spearker/strobes, 4 strobes, and 4 door holders. ref pa 2015-1201-3797. maher na",complete,02/23/2016 09:37:22 AM,01/29/2016 07:36:03 AM,01/29/2016 09:27:52 AM,02/23/2016 09:37:22 AM,,,50,50,,Y,20800,22600,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,01/29/2016 09:26:29 AM,in-house,N,Y,3,Chinatown,94111,POINT (-122.40273 37.79516),eas_address_point,1410711296199,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201605117171,8,otc alterations permit,05/11/2016,0489,008,2300,,Lombard,St,0,,"revision to pa 2015-1014-9575 & 2015-1014-9576, slope at entrance ramp revised to 14.2%. maher na",complete,05/17/2016 11:39:26 AM,05/11/2016 02:22:40 PM,05/12/2016 04:03:08 PM,05/17/2016 11:39:26 AM,,,3,3,,,1,1,retail sales,6,retail sales,6,2,,"R-2,M,B","R-2,M,B",5,wood frame (5),5,wood frame (5),,05/12/2016 03:53:39 PM,in-house,N,Y,2,Marina,94123,POINT (-122.43955 37.799675),eas_address_point,1422855419895,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602129540,8,otc alterations permit,02/12/2016,4280,025,2300,,26th,St,,,"barrier removal: (rear building) new accessible restrooms, no exterior work. hvac & lighting under separate permit maher na",complete,11/08/2016 03:51:38 PM,02/12/2016 12:48:23 PM,02/12/2016 03:15:00 PM,11/08/2016 03:51:38 PM,,,2,2,,,30000,60000,"warehouse, furniture",0,"warehouse, furniture",0,2,,"B,S-1","B,S-1",5,wood frame (5),5,wood frame (5),,02/12/2016 02:59:40 PM,in-house,N,Y,10,Potrero Hill,94107,POINT (-122.40243 37.75068),eas_address_point,1412349373584,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201909192193,8,otc alterations permit,09/19/2019,3970,004,1890,,Bryant,St,,,exterior entry court scope of work only - include repair/replace existing exterior fence & entry gate. maher na,complete,08/13/2020 10:22:38 AM,09/19/2019 03:53:28 PM,01/17/2020 01:51:40 PM,08/13/2020 10:22:38 AM,,,4,4,,,18000,18000,food/beverage hndlng,0,food/beverage hndlng,0,2,,"B,F-2,S-2","B,F-2,S-2",2,constr type 2,2,constr type 2,,01/17/2020 01:47:35 PM,in-house,N,Y,9,Mission,94110,POINT (-122.41074 37.763294),eas_address_point,1568755435574,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602109222,8,otc alterations permit,02/10/2016,1098,050,350,,Saint Josephs,Av,,,"install new platform lift (barrier removal) between floor 1 & 2, structural & electrical work as required. maher na",complete,05/02/2017 03:40:03 PM,02/10/2016 08:53:01 AM,03/03/2016 08:12:42 AM,05/02/2017 03:40:03 PM,,,2,2,,,350000,350000,office,0,office,0,2,,B,B,3,constr type 3,3,constr type 3,,03/03/2016 08:08:46 AM,in-house,N,Y,2,Western Addition,94115,POINT (-122.441864 37.782623),eas_address_point,1411926490502,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602129530,8,otc alterations permit,02/12/2016,4280,025,2300,,26th,St,,,"barrier removal: (front building) new accessible restrooms, no exterior work. maher na",complete,11/08/2016 03:50:44 PM,02/12/2016 12:13:05 PM,02/12/2016 03:13:54 PM,11/08/2016 03:50:44 PM,,,2,2,,,20000,35000,"warehouse, furniture",0,"warehouse, furniture",0,2,,S-1,S-1,5,wood frame (5),5,wood frame (5),,02/12/2016 03:07:34 PM,in-house,N,Y,10,Potrero Hill,94107,POINT (-122.40243 37.75068),eas_address_point,1412344373584,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602260593,8,otc alterations permit,02/26/2016,0267,015,235,,Pine,St,,,"demo all tenant space devices and appliances from vacant floor 19th through 24th. core devices and appliances are existing to remain. ref pa 2015-1217-5423, 2015-1217-5425, 2015-1217-5426, 2015-1217-5427, 2015-1217-5428, 2015-1217-5429. maher na",issued,02/26/2016 10:25:20 AM,02/26/2016 08:38:06 AM,02/26/2016 10:25:20 AM,,,,25,25,,Y,12000,12000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,02/26/2016 10:23:03 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40028 37.791904),eas_address_point,141404966161,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602028592,8,otc alterations permit,02/02/2016,0056,007,55,,Francisco,St,,,6th & 8th floor: ti - includes demo of non structural partitions and building (n) non structural partitiona. all (n) or revised meps/fire/life safety work will be under sep permit. maher na,complete,07/14/2016 02:59:56 PM,02/02/2016 11:01:49 AM,02/17/2016 11:00:16 AM,07/14/2016 02:59:56 PM,,,8,8,,,1607683,1607683,office,,office,,2,,B,B,2,constr type 2,2,constr type 2,,02/17/2016 10:54:21 AM,in-house,N,Y,3,North Beach,94133,POINT (-122.405495 37.805565),eas_address_point,1411114489803,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603303500,8,otc alterations permit,03/30/2016,3782,003,999,,Brannan,St,,,"5th flr: interior demo ab-017. demo of all interior finishes, including non structural partitions and plumbing fixtures  maher na",issued,04/07/2016 09:13:40 AM,03/30/2016 02:12:09 PM,04/07/2016 09:13:40 AM,,,,5,5,,,1000,5000,office,0,office,0,2,,B,B,2,constr type 2,2,constr type 2,,04/07/2016 09:09:05 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.40628 37.770096),eas_address_point,1417909167593,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603091637,8,otc alterations permit,03/09/2016,0204,021,300,,Clay,St,0,,"25th flr: interior improvement including new offices, break room, lighting, finishes. fire/life safety and sprinklers under sep permit. mep included in this permit. maher na",complete,09/19/2016 08:31:36 AM,03/09/2016 02:14:13 PM,03/24/2016 09:42:32 AM,09/19/2016 08:31:36 AM,,,25,25,,,2000000,2000000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,03/24/2016 09:24:36 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.39922 37.79561),eas_address_point,1415433296183,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603101661,8,otc alterations permit,03/10/2016,0215,004,1360,,Clay,St,0,,"soft sotry retrofit per sfbc chapter 34b engineering criteria: 2012 iebc appendix a-4, 2013 sfbc. maher na",complete,12/29/2016 03:03:58 PM,03/10/2016 07:56:40 AM,08/03/2016 10:36:03 AM,12/29/2016 03:03:58 PM,,,3,3,,,95000,95000,apartments,12,apartments,12,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,08/03/2016 10:20:56 AM,in-house,N,Y,3,Nob Hill,94109,POINT (-122.41564 37.793255),eas_address_point,1415465412894,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602038676,8,otc alterations permit,02/03/2016,3713,007,1,,Market,St,,,"selective interior non-structural demolition, new non-structural partitions, door, ceiling, lights, millwork finishes, electrical, plumbing and hvac. there will be no change in occupancy or use and no change in floor area. maher na",complete,09/21/2016 03:25:47 PM,02/03/2016 08:07:57 AM,02/11/2016 08:49:31 AM,09/21/2016 03:25:47 PM,,,42,42,,,797640,797640,office,0,office,0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,02/11/2016 08:43:45 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39499 37.793983),eas_address_point,1411221164605,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603232894,8,otc alterations permit,03/23/2016,4007,002,555,,De Haro,St,,,"t-mobile: modification to (e) facility - replace 1 and add 2 antennas, 3 to remain (6 total).  3 new rrus and minor equipment.  r&r radome. maher na",filed,03/23/2016 03:04:11 PM,03/23/2016 03:04:11 PM,,,,,3,3,,,20000,0,office,,office,,2,,B,B,5,wood frame (5),5,wood frame (5),,03/23/2016 03:06:39 PM,in-house,N,Y,10,Potrero Hill,94107,POINT (-122.40091 37.76268),eas_address_point,1417102168634,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602240358,8,otc alterations permit,02/24/2016,1221,024,230,,Central,Av,,,sloft story retrofit per sfvc chapter 34b engineering criteria 2012 iebc appendix a-4. maher na,complete,08/16/2016 08:30:42 AM,02/24/2016 09:33:28 AM,02/24/2016 11:53:46 AM,08/16/2016 08:30:42 AM,,,3,3,,,165865,200500,apartments,30,apartments,30,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,02/24/2016 11:40:17 AM,in-house,N,Y,5,Haight Ashbury,94117,POINT (-122.44352 37.77187),eas_address_point,1413739240509,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603222734,8,otc alterations permit,03/22/2016,3727,103,1161,,Mission,St,,,"6th flr/penthouse: electrical lighting, title 24 and controlled outlets.  ref app 2015 1207 4277. maher na",issued,03/22/2016 01:25:51 PM,03/22/2016 11:58:10 AM,03/22/2016 01:25:51 PM,,,,5,5,,,45000,45000,office,,office,,2,,"B,M","B,M",3,constr type 3,3,constr type 3,,03/22/2016 01:00:11 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.411995 37.7779),eas_address_point,1416890165055,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201602169628,8,otc alterations permit,02/16/2016,0848,023,635,,Page,St,,,replace in kind one flight of exterior stairs with handrail for required means of egress. maher na,complete,03/14/2016 12:49:56 PM,02/16/2016 09:40:07 AM,03/03/2016 09:52:33 AM,03/14/2016 12:49:56 PM,,,3,3,,,4000,9000,apartments,6,apartments,6,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,03/03/2016 09:45:11 AM,in-house,N,Y,5,Hayes Valley,94117,POINT (-122.43119 37.77272),eas_address_point,141245483074,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603041214,8,otc alterations permit,03/04/2016,4343,001J,2575,,Marin,St,,,provide a new manual fire alarm system for existing office area within existing auto collision center. an existing fire alarm control unit (facu) shall be used. ref #201511233305.  maher na,complete,04/22/2016 08:35:23 AM,03/04/2016 10:41:06 AM,03/04/2016 01:01:36 PM,04/22/2016 08:35:23 AM,,,2,2,,Y,7000,7000,auto repairs,0,auto repairs,0,2,,"B,S-1","B,S-1",2,constr type 2,2,constr type 2,,03/04/2016 12:35:29 PM,in-house,N,Y,10,Bayview Hunters Point,94124,POINT (-122.40082 37.74781),eas_address_point,1414888173613,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603242953,8,otc alterations permit,03/24/2016,3706,278,30,,03rd,St,,,"2nd flr: ti to consist of new non structural partitions, maher na  mep/fire/life safety under sep permit",complete,11/28/2017 08:12:07 AM,03/24/2016 09:05:13 AM,03/24/2016 12:32:01 PM,11/28/2017 08:12:07 AM,,,6,6,,,350000,400000,office,0,office,0,2,,B,B,3,constr type 3,3,constr type 3,,03/24/2016 12:29:39 PM,in-house,N,Y,6,Financial District/South Beach,94103,POINT (-122.40338 37.787144),eas_address_point,1417247504656,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201606210441,8,otc alterations permit,06/21/2016,3706,096,773,,Market,St,,,"1st floor ""peet's coffee"":  fire alarm add 2 pull stations, 5 speaker/strobes and 2 strobes. ref pa 2015-1222-5774, maher na",complete,09/15/2016 03:56:00 PM,06/21/2016 07:32:44 AM,06/23/2016 08:26:34 AM,09/15/2016 03:56:00 PM,,,36,36,,Y,4790,4790,food/beverage hndlng,1500,food/beverage hndlng,1500,2,,"A-2,M,R-1","A-2,M,R-1",1,constr type 1,1,constr type 1,,06/23/2016 08:25:16 AM,in-house,N,Y,6,Financial District/South Beach,94103,POINT (-122.4051 37.786034),eas_address_point,1427397448407,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201601227696,8,otc alterations permit,01/22/2016,3730,292,1140,,Folsom,St,,,"new underground fire service 6"" from curb to inside wall. new bldg. pa#201411101145. n/a ordinance #155-13",issued,02/05/2016 11:01:12 AM,01/22/2016 08:20:48 AM,02/05/2016 11:01:12 AM,,,,0,6,,Y,3500,3500,vacant lot,0,apartments,112,2,,NA,"R-2,A-3,B,S-2",,,1,constr type 1,,02/05/2016 09:18:23 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.40891 37.77608),eas_address_point,1409966165252,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201604265683,8,otc alterations permit,04/26/2016,0238,008,350,,California,St,0,,added 3 monitoring points to existing fire alarm system (fuel system monitoring) show added devices on as built. ref pa 2016-0217-9782. maher na,complete,04/27/2016 09:53:46 AM,04/26/2016 09:20:36 AM,04/26/2016 10:21:39 AM,04/27/2016 09:53:46 AM,,,22,22,,Y,1,1,office,0,office,0,2,,"B,A-2,M","B,A-2,M",1,constr type 1,1,constr type 1,,04/26/2016 10:18:12 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40081 37.793236),eas_address_point,1420906297063,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201603283192,8,otc alterations permit,03/28/2016,3740,033,211,,Main,St,,,"ti   2nd floor: 8 adds, 92 relocates, 17 removed.  of the 92 relocations, 9 will be disconnected from pre-action system and converted to light hazard office space.  3rd floor: 18 adds, 46 relocates, 8 remove. maher na  ref permit # 201512175336 (2nd floor) and #201512175337 (3rd floor)",issued,03/28/2016 11:33:06 AM,03/28/2016 09:57:19 AM,03/28/2016 11:33:06 AM,,,,17,17,,Y,85280,75000,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,03/28/2016 11:28:00 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.3927 37.790596),eas_address_point,1417495165680,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201601278069,8,otc alterations permit,01/27/2016,7331,238,177,,Summit,Wy,,,"install fire sprinkler monitoring system, the permit references bldg. type c master bldg. pa#201209119425 & 201401317504 master sprinkler pa#201401095944, new bldg pa#201502279501",complete,04/22/2016 08:49:20 AM,01/27/2016 08:58:34 AM,01/27/2016 11:24:35 AM,04/22/2016 08:49:20 AM,,,0,4,,Y,5000,5000,vacant lot,0,2 family dwelling,2,2,,NA,R-3,,,5,wood frame (5),,01/27/2016 11:08:34 AM,in-house,N,,7,Lakeshore,94132,POINT (-122.47655 37.715324),eas_address_point,1410440501233,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201601288212,8,otc alterations permit,01/28/2016,3803,001,185,,Berry,St,,,"2nd & 3rd: addition of 6 vav boxes w/reheat & relocation of 4 (e) boxes. addition of 1 new exhaust fan for new copy/mail room, adition of ductwork & grilles downstream of () boxes as necessary ref pa 2015 1211 4823 maher na",complete,05/06/2016 02:44:35 PM,01/28/2016 10:23:06 AM,02/05/2016 03:40:44 PM,05/06/2016 02:44:35 PM,,,5,5,,,95000,95000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,02/05/2016 03:24:29 PM,in-house,N,Y,6,Mission Bay,94158,POINT (-122.3918 37.77633),eas_address_point,1410615388160,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
